obs,gaminvLL,gaminvUL
2640,2540.223809,2742.690619
2641,2541.204733,2743.709691
2642,2542.185661,2744.72876
2643,2543.166593,2745.747825
2644,2544.147528,2746.766886
2645,2545.128466,2747.785944
2646,2546.109408,2748.804998
2647,2547.090354,2749.824049
2648,2548.071304,2750.843096
2649,2549.052257,2751.862139
2650,2550.033213,2752.881179
2651,2551.014174,2753.900215
2652,2551.995137,2754.919248
2653,2552.976105,2755.938277
2654,2553.957076,2756.957303
2655,2554.93805,2757.976325
2656,2555.919028,2758.995343
2657,2556.90001,2760.014358
2658,2557.880995,2761.033369
2659,2558.861984,2762.052376
2660,2559.842977,2763.07138
2661,2560.823973,2764.090381
2662,2561.804972,2765.109378
2663,2562.785975,2766.128371
2664,2563.766982,2767.147361
2665,2564.747992,2768.166347
2666,2565.729006,2769.18533
2667,2566.710024,2770.204309
2668,2567.691045,2771.223284
2669,2568.672069,2772.242256
2670,2569.653097,2773.261224
2671,2570.634129,2774.280189
2672,2571.615164,2775.299151
2673,2572.596203,2776.318108
2674,2573.577245,2777.337063
2675,2574.558291,2778.356013
2676,2575.53934,2779.37496
2677,2576.520393,2780.393904
2678,2577.50145,2781.412844
2679,2578.48251,2782.43178
2680,2579.463573,2783.450713
2681,2580.44464,2784.469643
2682,2581.425711,2785.488569
2683,2582.406785,2786.507491
2684,2583.387863,2787.52641
2685,2584.368944,2788.545325
2686,2585.350028,2789.564237
2687,2586.331117,2790.583146
2688,2587.312208,2791.60205
2689,2588.293304,2792.620952
2690,2589.274402,2793.639849
2691,2590.255505,2794.658744
2692,2591.23661,2795.677634
2693,2592.21772,2796.696522
2694,2593.198832,2797.715405
2695,2594.179949,2798.734285
2696,2595.161069,2799.753162
2697,2596.142192,2800.772035
2698,2597.123319,2801.790905
2699,2598.104449,2802.809771
2700,2599.085583,2803.828634
2701,2600.06672,2804.847493
2702,2601.047861,2805.866349
2703,2602.029005,2806.885201
2704,2603.010153,2807.90405
2705,2603.991304,2808.922895
2706,2604.972459,2809.941737
2707,2605.953617,2810.960576
2708,2606.934779,2811.97941
2709,2607.915944,2812.998242
2710,2608.897113,2814.01707
2711,2609.878285,2815.035894
2712,2610.85946,2816.054715
2713,2611.840639,2817.073533
2714,2612.821822,2818.092347
2715,2613.803008,2819.111157
2716,2614.784197,2820.129964
2717,2615.76539,2821.148768
2718,2616.746587,2822.167568
2719,2617.727787,2823.186365
2720,2618.70899,2824.205158
2721,2619.690197,2825.223948
2722,2620.671407,2826.242734
2723,2621.65262,2827.261517
2724,2622.633838,2828.280297
2725,2623.615058,2829.299073
2726,2624.596282,2830.317845
2727,2625.57751,2831.336614
2728,2626.558741,2832.35538
2729,2627.539975,2833.374142
2730,2628.521213,2834.392901
2731,2629.502454,2835.411657
2732,2630.483698,2836.430409
2733,2631.464947,2837.449157
2734,2632.446198,2838.467902
2735,2633.427453,2839.486644
2736,2634.408711,2840.505382
2737,2635.389973,2841.524117
2738,2636.371238,2842.542848
2739,2637.352507,2843.561576
2740,2638.333779,2844.580301
2741,2639.315055,2845.599022
2742,2640.296333,2846.61774
2743,2641.277616,2847.636454
2744,2642.258901,2848.655165
2745,2643.240191,2849.673872
2746,2644.221483,2850.692577
2747,2645.202779,2851.711277
2748,2646.184078,2852.729975
2749,2647.165381,2853.748668
2750,2648.146687,2854.767359
2751,2649.127997,2855.786046
2752,2650.10931,2856.80473
2753,2651.090626,2857.82341
2754,2652.071946,2858.842087
2755,2653.053269,2859.86076
2756,2654.034595,2860.879431
2757,2655.015925,2861.898097
2758,2655.997258,2862.916761
2759,2656.978595,2863.935421
2760,2657.959935,2864.954077
2761,2658.941279,2865.97273
2762,2659.922625,2866.99138
2763,2660.903976,2868.010027
2764,2661.885329,2869.02867
2765,2662.866686,2870.04731
2766,2663.848046,2871.065946
2767,2664.82941,2872.084579
2768,2665.810777,2873.103209
2769,2666.792147,2874.121835
2770,2667.773521,2875.140458
2771,2668.754898,2876.159077
2772,2669.736279,2877.177693
2773,2670.717663,2878.196306
2774,2671.69905,2879.214916
2775,2672.68044,2880.233522
2776,2673.661834,2881.252125
2777,2674.643232,2882.270724
2778,2675.624632,2883.28932
2779,2676.606036,2884.307913
2780,2677.587444,2885.326502
2781,2678.568854,2886.345088
2782,2679.550268,2887.363671
2783,2680.531685,2888.38225
2784,2681.513106,2889.400826
2785,2682.49453,2890.419399
2786,2683.475957,2891.437968
2787,2684.457388,2892.456534
2788,2685.438822,2893.475097
2789,2686.420259,2894.493657
2790,2687.4017,2895.512213
2791,2688.383144,2896.530765
2792,2689.364591,2897.549315
2793,2690.346042,2898.567861
2794,2691.327496,2899.586403
2795,2692.308953,2900.604943
2796,2693.290414,2901.623479
2797,2694.271878,2902.642012
2798,2695.253345,2903.660541
2799,2696.234816,2904.679068
2800,2697.216289,2905.69759
2801,2698.197767,2906.71611
2802,2699.179247,2907.734626
2803,2700.160731,2908.753139
2804,2701.142218,2909.771649
2805,2702.123708,2910.790155
2806,2703.105202,2911.808658
2807,2704.086699,2912.827158
2808,2705.068199,2913.845655
2809,2706.049703,2914.864148
2810,2707.031209,2915.882638
2811,2708.01272,2916.901124
2812,2708.994233,2917.919608
2813,2709.97575,2918.938088
2814,2710.95727,2919.956564
2815,2711.938793,2920.975038
2816,2712.92032,2921.993508
2817,2713.901849,2923.011975
2818,2714.883382,2924.030439
2819,2715.864919,2925.048899
2820,2716.846459,2926.067356
2821,2717.828001,2927.08581
2822,2718.809548,2928.10426
2823,2719.791097,2929.122708
2824,2720.77265,2930.141152
2825,2721.754206,2931.159592
2826,2722.735765,2932.17803
2827,2723.717328,2933.196464
2828,2724.698894,2934.214895
2829,2725.680463,2935.233323
2830,2726.662035,2936.251747
2831,2727.643611,2937.270168
2832,2728.625189,2938.288586
2833,2729.606771,2939.307001
2834,2730.588357,2940.325413
2835,2731.569945,2941.343821
2836,2732.551537,2942.362226
2837,2733.533132,2943.380627
2838,2734.514731,2944.399026
2839,2735.496332,2945.417421
2840,2736.477937,2946.435813
2841,2737.459545,2947.454202
2842,2738.441156,2948.472587
2843,2739.422771,2949.49097
2844,2740.404388,2950.509349
2845,2741.386009,2951.527724
2846,2742.367634,2952.546097
2847,2743.349261,2953.564466
2848,2744.330892,2954.582833
2849,2745.312526,2955.601196
2850,2746.294163,2956.619555
2851,2747.275803,2957.637912
2852,2748.257447,2958.656265
2853,2749.239093,2959.674615
2854,2750.220743,2960.692962
2855,2751.202397,2961.711305
2856,2752.184053,2962.729646
2857,2753.165713,2963.747983
2858,2754.147375,2964.766317
2859,2755.129041,2965.784648
2860,2756.110711,2966.802975
2861,2757.092383,2967.8213
2862,2758.074059,2968.839621
2863,2759.055738,2969.857939
2864,2760.03742,2970.876254
2865,2761.019105,2971.894565
2866,2762.000793,2972.912874
2867,2762.982485,2973.931179
2868,2763.96418,2974.949481
2869,2764.945878,2975.96778
2870,2765.927579,2976.986075
2871,2766.909284,2978.004368
2872,2767.890991,2979.022657
2873,2768.872702,2980.040943
2874,2769.854416,2981.059226
2875,2770.836133,2982.077506
2876,2771.817853,2983.095782
2877,2772.799577,2984.114055
2878,2773.781303,2985.132326
2879,2774.763033,2986.150593
2880,2775.744766,2987.168857
2881,2776.726503,2988.187117
2882,2777.708242,2989.205375
2883,2778.689984,2990.223629
2884,2779.67173,2991.24188
2885,2780.653479,2992.260128
2886,2781.635231,2993.278373
2887,2782.616986,2994.296615
2888,2783.598745,2995.314853
2889,2784.580506,2996.333089
2890,2785.562271,2997.351321
2891,2786.544039,2998.36955
2892,2787.525809,2999.387776
2893,2788.507584,3000.405999
2894,2789.489361,3001.424218
2895,2790.471141,3002.442435
2896,2791.452925,3003.460648
2897,2792.434712,3004.478858
2898,2793.416501,3005.497065
2899,2794.398294,3006.515269
2900,2795.380091,3007.53347
2901,2796.36189,3008.551667
2902,2797.343692,3009.569862
2903,2798.325498,3010.588053
2904,2799.307306,3011.606241
2905,2800.289118,3012.624427
2906,2801.270933,3013.642608
2907,2802.252751,3014.660787
2908,2803.234572,3015.678963
2909,2804.216397,3016.697136
2910,2805.198224,3017.715305
2911,2806.180055,3018.733471
2912,2807.161888,3019.751635
2913,2808.143725,3020.769795
2914,2809.125565,3021.787952
2915,2810.107408,3022.806106
2916,2811.089254,3023.824256
2917,2812.071104,3024.842404
2918,2813.052956,3025.860549
2919,2814.034811,3026.87869
2920,2815.01667,3027.896828
2921,2815.998532,3028.914963
2922,2816.980397,3029.933096
2923,2817.962264,3030.951225
2924,2818.944136,3031.969351
2925,2819.92601,3032.987473
2926,2820.907887,3034.005593
2927,2821.889767,3035.02371
2928,2822.871651,3036.041823
2929,2823.853537,3037.059934
2930,2824.835427,3038.078041
2931,2825.817319,3039.096145
2932,2826.799215,3040.114246
2933,2827.781114,3041.132345
2934,2828.763016,3042.15044
2935,2829.744921,3043.168531
2936,2830.726829,3044.18662
2937,2831.70874,3045.204706
2938,2832.690654,3046.222789
2939,2833.672572,3047.240868
2940,2834.654492,3048.258945
2941,2835.636416,3049.277018
2942,2836.618342,3050.295089
2943,2837.600272,3051.313156
2944,2838.582205,3052.33122
2945,2839.56414,3053.349281
2946,2840.546079,3054.36734
2947,2841.528021,3055.385395
2948,2842.509966,3056.403447
2949,2843.491914,3057.421496
2950,2844.473865,3058.439541
2951,2845.455819,3059.457584
2952,2846.437777,3060.475624
2953,2847.419737,3061.493661
2954,2848.4017,3062.511694
2955,2849.383667,3063.529725
2956,2850.365636,3064.547752
2957,2851.347608,3065.565777
2958,2852.329584,3066.583798
2959,2853.311563,3067.601817
2960,2854.293544,3068.619832
2961,2855.275529,3069.637845
2962,2856.257517,3070.655854
2963,2857.239507,3071.67386
2964,2858.221501,3072.691863
2965,2859.203498,3073.709863
2966,2860.185498,3074.727861
2967,2861.167501,3075.745855
2968,2862.149507,3076.763846
2969,2863.131516,3077.781834
2970,2864.113527,3078.799819
2971,2865.095542,3079.817801
2972,2866.077561,3080.83578
2973,2867.059582,3081.853756
2974,2868.041606,3082.871729
2975,2869.023633,3083.889698
2976,2870.005663,3084.907665
2977,2870.987696,3085.925629
2978,2871.969732,3086.94359
2979,2872.951771,3087.961548
2980,2873.933814,3088.979503
2981,2874.915859,3089.997454
2982,2875.897907,3091.015403
2983,2876.879958,3092.033349
2984,2877.862013,3093.051292
2985,2878.84407,3094.069232
2986,2879.82613,3095.087168
2987,2880.808193,3096.105102
2988,2881.79026,3097.123033
2989,2882.772329,3098.140961
2990,2883.754401,3099.158885
2991,2884.736476,3100.176807
2992,2885.718555,3101.194726
2993,2886.700636,3102.212642
2994,2887.68272,3103.230555
2995,2888.664807,3104.248464
2996,2889.646897,3105.266371
2997,2890.628991,3106.284275
2998,2891.611087,3107.302176
2999,2892.593186,3108.320074
3000,2893.575288,3109.337969
3001,2894.557393,3110.35586
3002,2895.539502,3111.373749
3003,2896.521613,3112.391635
3004,2897.503727,3113.409518
3005,2898.485844,3114.427398
3006,2899.467964,3115.445275
3007,2900.450087,3116.463149
3008,2901.432213,3117.48102
3009,2902.414342,3118.498888
3010,2903.396474,3119.516754
3011,2904.378609,3120.534616
3012,2905.360746,3121.552475
3013,2906.342887,3122.570331
3014,2907.325031,3123.588184
3015,2908.307178,3124.606035
3016,2909.289328,3125.623882
3017,2910.27148,3126.641726
3018,2911.253636,3127.659568
3019,2912.235794,3128.677406
3020,2913.217956,3129.695242
3021,2914.200121,3130.713074
3022,2915.182288,3131.730904
3023,2916.164458,3132.748731
3024,2917.146632,3133.766555
3025,2918.128808,3134.784375
3026,2919.110987,3135.802193
3027,2920.093169,3136.820008
3028,2921.075355,3137.83782
3029,2922.057543,3138.855629
3030,2923.039734,3139.873435
3031,2924.021928,3140.891238
3032,2925.004124,3141.909038
3033,2925.986324,3142.926836
3034,2926.968527,3143.94463
3035,2927.950733,3144.962421
3036,2928.932941,3145.98021
3037,2929.915153,3146.997995
3038,2930.897367,3148.015778
3039,2931.879585,3149.033558
3040,2932.861805,3150.051334
3041,2933.844028,3151.069108
3042,2934.826255,3152.086879
3043,2935.808484,3153.104647
3044,2936.790716,3154.122412
3045,2937.772951,3155.140175
3046,2938.755189,3156.157934
3047,2939.737429,3157.17569
3048,2940.719673,3158.193444
3049,2941.70192,3159.211194
3050,2942.684169,3160.228942
3051,2943.666421,3161.246686
3052,2944.648677,3162.264428
3053,2945.630935,3163.282167
3054,2946.613196,3164.299903
3055,2947.59546,3165.317636
3056,2948.577727,3166.335366
3057,2949.559997,3167.353093
3058,2950.54227,3168.370818
3059,2951.524545,3169.388539
3060,2952.506824,3170.406258
3061,2953.489105,3171.423974
3062,2954.47139,3172.441686
3063,2955.453677,3173.459396
3064,2956.435967,3174.477103
3065,2957.41826,3175.494807
3066,2958.400556,3176.512509
3067,2959.382855,3177.530207
3068,2960.365156,3178.547903
3069,2961.347461,3179.565595
3070,2962.329768,3180.583285
3071,2963.312079,3181.600972
3072,2964.294392,3182.618656
3073,2965.276708,3183.636337
3074,2966.259027,3184.654015
3075,2967.241349,3185.67169
3076,2968.223674,3186.689363
3077,2969.206001,3187.707032
3078,2970.188332,3188.724699
3079,2971.170665,3189.742363
3080,2972.153001,3190.760024
3081,2973.13534,3191.777682
3082,2974.117682,3192.795337
3083,2975.100027,3193.812989
3084,2976.082374,3194.830639
3085,2977.064725,3195.848286
3086,2978.047078,3196.865929
3087,2979.029435,3197.88357
3088,2980.011794,3198.901208
3089,2980.994156,3199.918844
3090,2981.97652,3200.936476
3091,2982.958888,3201.954105
3092,2983.941259,3202.971732
3093,2984.923632,3203.989356
3094,2985.906008,3205.006977
3095,2986.888387,3206.024595
3096,2987.870769,3207.04221
3097,2988.853154,3208.059823
3098,2989.835541,3209.077432
3099,2990.817932,3210.095039
3100,2991.800325,3211.112643
3101,2992.782721,3212.130244
3102,2993.76512,3213.147842
3103,2994.747522,3214.165438
3104,2995.729927,3215.18303
3105,2996.712334,3216.20062
3106,2997.694744,3217.218207
3107,2998.677157,3218.235791
3108,2999.659573,3219.253372
3109,3000.641992,3220.270951
3110,3001.624414,3221.288526
3111,3002.606838,3222.306099
3112,3003.589265,3223.323669
3113,3004.571696,3224.341236
3114,3005.554128,3225.3588
3115,3006.536564,3226.376362
3116,3007.519003,3227.393921
3117,3008.501444,3228.411476
3118,3009.483888,3229.429029
3119,3010.466335,3230.44658
3120,3011.448785,3231.464127
3121,3012.431238,3232.481672
3122,3013.413693,3233.499213
3123,3014.396151,3234.516752
3124,3015.378612,3235.534289
3125,3016.361076,3236.551822
3126,3017.343543,3237.569352
3127,3018.326012,3238.58688
3128,3019.308485,3239.604405
3129,3020.29096,3240.621927
3130,3021.273438,3241.639447
3131,3022.255918,3242.656963
3132,3023.238402,3243.674477
3133,3024.220888,3244.691988
3134,3025.203377,3245.709496
3135,3026.185869,3246.727002
3136,3027.168363,3247.744504
3137,3028.150861,3248.762004
3138,3029.133361,3249.779501
3139,3030.115864,3250.796995
3140,3031.09837,3251.814487
3141,3032.080879,3252.831975
3142,3033.06339,3253.849461
3143,3034.045904,3254.866944
3144,3035.028421,3255.884424
3145,3036.010941,3256.901902
3146,3036.993463,3257.919377
3147,3037.975988,3258.936849
3148,3038.958517,3259.954318
3149,3039.941047,3260.971784
3150,3040.923581,3261.989248
3151,3041.906117,3263.006709
3152,3042.888656,3264.024167
3153,3043.871198,3265.041622
3154,3044.853743,3266.059075
3155,3045.83629,3267.076525
3156,3046.818841,3268.093972
3157,3047.801394,3269.111416
3158,3048.783949,3270.128858
3159,3049.766508,3271.146296
3160,3050.749069,3272.163732
3161,3051.731633,3273.181166
3162,3052.7142,3274.198596
3163,3053.696769,3275.216024
3164,3054.679342,3276.233449
3165,3055.661917,3277.250871
3166,3056.644495,3278.26829
3167,3057.627075,3279.285707
3168,3058.609658,3280.303121
3169,3059.592245,3281.320532
3170,3060.574833,3282.337941
3171,3061.557425,3283.355347
3172,3062.540019,3284.37275
3173,3063.522616,3285.39015
3174,3064.505216,3286.407547
3175,3065.487818,3287.424942
3176,3066.470424,3288.442334
3177,3067.453032,3289.459723
3178,3068.435642,3290.47711
3179,3069.418256,3291.494494
3180,3070.400872,3292.511875
3181,3071.383491,3293.529253
3182,3072.366113,3294.546629
3183,3073.348737,3295.564002
3184,3074.331364,3296.581372
3185,3075.313994,3297.598739
3186,3076.296627,3298.616104
3187,3077.279262,3299.633466
3188,3078.2619,3300.650825
3189,3079.244541,3301.668182
3190,3080.227184,3302.685536
3191,3081.20983,3303.702887
3192,3082.192479,3304.720235
3193,3083.175131,3305.737581
3194,3084.157785,3306.754924
3195,3085.140442,3307.772264
3196,3086.123102,3308.789602
3197,3087.105765,3309.806937
3198,3088.08843,3310.824269
3199,3089.071098,3311.841598
3200,3090.053768,3312.858925
3201,3091.036442,3313.876249
3202,3092.019118,3314.89357
3203,3093.001796,3315.910889
3204,3093.984478,3316.928205
3205,3094.967162,3317.945518
3206,3095.949849,3318.962828
3207,3096.932538,3319.980136
3208,3097.915231,3320.997441
3209,3098.897925,3322.014743
3210,3099.880623,3323.032043
3211,3100.863323,3324.04934
3212,3101.846026,3325.066634
3213,3102.828732,3326.083926
3214,3103.811441,3327.101215
3215,3104.794152,3328.118501
3216,3105.776865,3329.135785
3217,3106.759582,3330.153066
3218,3107.742301,3331.170344
3219,3108.725023,3332.187619
3220,3109.707748,3333.204892
3221,3110.690475,3334.222162
3222,3111.673205,3335.23943
3223,3112.655937,3336.256694
3224,3113.638672,3337.273956
3225,3114.62141,3338.291216
3226,3115.604151,3339.308473
3227,3116.586894,3340.325727
3228,3117.56964,3341.342978
3229,3118.552389,3342.360227
3230,3119.53514,3343.377473
3231,3120.517894,3344.394716
3232,3121.500651,3345.411957
3233,3122.48341,3346.429195
3234,3123.466172,3347.44643
3235,3124.448937,3348.463663
3236,3125.431704,3349.480893
3237,3126.414474,3350.498121
3238,3127.397247,3351.515345
3239,3128.380022,3352.532567
3240,3129.3628,3353.549787
3241,3130.34558,3354.567004
3242,3131.328364,3355.584218
3243,3132.31115,3356.601429
3244,3133.293938,3357.618638
3245,3134.276729,3358.635844
3246,3135.259523,3359.653048
3247,3136.24232,3360.670248
3248,3137.225119,3361.687447
3249,3138.207921,3362.704642
3250,3139.190725,3363.721835
3251,3140.173532,3364.739025
3252,3141.156342,3365.756213
3253,3142.139154,3366.773398
3254,3143.121969,3367.79058
3255,3144.104787,3368.80776
3256,3145.087607,3369.824937
3257,3146.07043,3370.842112
3258,3147.053256,3371.859283
3259,3148.036084,3372.876452
3260,3149.018915,3373.893619
3261,3150.001749,3374.910783
3262,3150.984585,3375.927944
3263,3151.967423,3376.945103
3264,3152.950265,3377.962259
3265,3153.933109,3378.979412
3266,3154.915956,3379.996563
3267,3155.898805,3381.013711
3268,3156.881657,3382.030857
3269,3157.864511,3383.047999
3270,3158.847368,3384.06514
3271,3159.830228,3385.082277
3272,3160.81309,3386.099412
3273,3161.795955,3387.116545
3274,3162.778823,3388.133675
3275,3163.761693,3389.150802
3276,3164.744566,3390.167926
3277,3165.727442,3391.185048
3278,3166.71032,3392.202168
3279,3167.6932,3393.219284
3280,3168.676084,3394.236398
3281,3169.65897,3395.25351
3282,3170.641858,3396.270619
3283,3171.624749,3397.287725
3284,3172.607643,3398.304829
3285,3173.590539,3399.32193
3286,3174.573438,3400.339028
3287,3175.55634,3401.356124
3288,3176.539244,3402.373217
3289,3177.522151,3403.390308
3290,3178.50506,3404.407396
3291,3179.487972,3405.424482
3292,3180.470886,3406.441565
3293,3181.453804,3407.458645
3294,3182.436723,3408.475723
3295,3183.419646,3409.492798
3296,3184.402571,3410.50987
3297,3185.385498,3411.52694
3298,3186.368428,3412.544008
3299,3187.351361,3413.561072
3300,3188.334296,3414.578134
3301,3189.317234,3415.595194
3302,3190.300174,3416.612251
3303,3191.283117,3417.629306
3304,3192.266063,3418.646357
3305,3193.249011,3419.663407
3306,3194.231962,3420.680453
3307,3195.214915,3421.697497
3308,3196.197871,3422.714539
3309,3197.18083,3423.731578
3310,3198.163791,3424.748614
3311,3199.146754,3425.765648
3312,3200.12972,3426.782679
3313,3201.112689,3427.799708
3314,3202.095661,3428.816734
3315,3203.078634,3429.833758
3316,3204.061611,3430.850779
3317,3205.04459,3431.867797
3318,3206.027572,3432.884813
3319,3207.010556,3433.901826
3320,3207.993543,3434.918837
3321,3208.976532,3435.935845
3322,3209.959524,3436.952851
3323,3210.942518,3437.969854
3324,3211.925515,3438.986854
3325,3212.908515,3440.003852
3326,3213.891517,3441.020847
3327,3214.874521,3442.03784
3328,3215.857529,3443.05483
3329,3216.840538,3444.071818
3330,3217.823551,3445.088803
3331,3218.806566,3446.105786
3332,3219.789583,3447.122766
3333,3220.772603,3448.139744
3334,3221.755625,3449.156718
3335,3222.738651,3450.173691
3336,3223.721678,3451.190661
3337,3224.704708,3452.207628
3338,3225.687741,3453.224593
3339,3226.670776,3454.241555
3340,3227.653814,3455.258515
3341,3228.636854,3456.275472
3342,3229.619897,3457.292427
3343,3230.602942,3458.309379
3344,3231.58599,3459.326328
3345,3232.569041,3460.343275
3346,3233.552094,3461.36022
3347,3234.535149,3462.377162
3348,3235.518207,3463.394101
3349,3236.501268,3464.411038
3350,3237.484331,3465.427973
3351,3238.467397,3466.444904
3352,3239.450465,3467.461834
3353,3240.433536,3468.478761
3354,3241.416609,3469.495685
3355,3242.399685,3470.512607
3356,3243.382763,3471.529526
3357,3244.365844,3472.546443
3358,3245.348927,3473.563357
3359,3246.332013,3474.580268
3360,3247.315101,3475.597178
3361,3248.298192,3476.614084
3362,3249.281285,3477.630988
3363,3250.264381,3478.64789
3364,3251.24748,3479.664789
3365,3252.23058,3480.681686
3366,3253.213684,3481.69858
3367,3254.19679,3482.715471
3368,3255.179898,3483.73236
3369,3256.163009,3484.749247
3370,3257.146123,3485.766131
3371,3258.129239,3486.783013
3372,3259.112357,3487.799892
3373,3260.095478,3488.816768
3374,3261.078601,3489.833642
3375,3262.061727,3490.850514
3376,3263.044856,3491.867383
3377,3264.027987,3492.884249
3378,3265.01112,3493.901114
3379,3265.994256,3494.917975
3380,3266.977395,3495.934834
3381,3267.960536,3496.951691
3382,3268.943679,3497.968545
3383,3269.926825,3498.985396
3384,3270.909973,3500.002246
3385,3271.893124,3501.019092
3386,3272.876278,3502.035936
3387,3273.859434,3503.052778
3388,3274.842592,3504.069617
3389,3275.825753,3505.086454
3390,3276.808916,3506.103288
3391,3277.792082,3507.12012
3392,3278.77525,3508.136949
3393,3279.758421,3509.153776
3394,3280.741594,3510.1706
3395,3281.72477,3511.187422
3396,3282.707948,3512.204241
3397,3283.691129,3513.221058
3398,3284.674312,3514.237872
3399,3285.657498,3515.254684
3400,3286.640686,3516.271493
3401,3287.623877,3517.2883
3402,3288.60707,3518.305105
3403,3289.590265,3519.321907
3404,3290.573463,3520.338706
3405,3291.556664,3521.355504
3406,3292.539867,3522.372298
3407,3293.523072,3523.38909
3408,3294.50628,3524.40588
3409,3295.48949,3525.422667
3410,3296.472703,3526.439452
3411,3297.455919,3527.456234
3412,3298.439136,3528.473014
3413,3299.422356,3529.489791
3414,3300.405579,3530.506566
3415,3301.388804,3531.523339
3416,3302.372032,3532.540109
3417,3303.355262,3533.556876
3418,3304.338494,3534.573641
3419,3305.321729,3535.590404
3420,3306.304966,3536.607164
3421,3307.288206,3537.623922
3422,3308.271449,3538.640677
3423,3309.254693,3539.65743
3424,3310.23794,3540.674181
3425,3311.22119,3541.690929
3426,3312.204442,3542.707674
3427,3313.187697,3543.724417
3428,3314.170954,3544.741158
3429,3315.154213,3545.757896
3430,3316.137475,3546.774632
3431,3317.120739,3547.791365
3432,3318.104006,3548.808096
3433,3319.087275,3549.824824
3434,3320.070546,3550.84155
3435,3321.05382,3551.858274
3436,3322.037097,3552.874995
3437,3323.020376,3553.891714
3438,3324.003657,3554.90843
3439,3324.986941,3555.925144
3440,3325.970227,3556.941855
3441,3326.953516,3557.958564
3442,3327.936807,3558.975271
3443,3328.9201,3559.991975
3444,3329.903396,3561.008677
3445,3330.886694,3562.025376
3446,3331.869995,3563.042073
3447,3332.853298,3564.058767
3448,3333.836604,3565.075459
3449,3334.819912,3566.092149
3450,3335.803222,3567.108836
3451,3336.786535,3568.125521
3452,3337.76985,3569.142203
3453,3338.753168,3570.158883
3454,3339.736488,3571.175561
3455,3340.719811,3572.192236
3456,3341.703136,3573.208908
3457,3342.686463,3574.225579
3458,3343.669793,3575.242246
3459,3344.653125,3576.258912
3460,3345.636459,3577.275575
3461,3346.619796,3578.292236
3462,3347.603136,3579.308894
3463,3348.586478,3580.32555
3464,3349.569822,3581.342203
3465,3350.553168,3582.358854
3466,3351.536517,3583.375503
3467,3352.519869,3584.392149
3468,3353.503222,3585.408793
3469,3354.486579,3586.425434
3470,3355.469937,3587.442073
3471,3356.453298,3588.45871
3472,3357.436662,3589.475344
3473,3358.420027,3590.491976
3474,3359.403396,3591.508605
3475,3360.386766,3592.525232
3476,3361.370139,3593.541857
3477,3362.353515,3594.558479
3478,3363.336892,3595.575099
3479,3364.320272,3596.591717
3480,3365.303655,3597.608332
3481,3366.28704,3598.624944
3482,3367.270427,3599.641555
3483,3368.253817,3600.658163
3484,3369.237209,3601.674768
3485,3370.220603,3602.691371
3486,3371.204,3603.707972
3487,3372.187399,3604.724571
3488,3373.170801,3605.741167
3489,3374.154205,3606.75776
3490,3375.137611,3607.774352
3491,3376.12102,3608.790941
3492,3377.104431,3609.807527
3493,3378.087845,3610.824111
3494,3379.071261,3611.840693
3495,3380.054679,3612.857272
3496,3381.038099,3613.873849
3497,3382.021522,3614.890424
3498,3383.004948,3615.906996
3499,3383.988376,3616.923566
3500,3384.971806,3617.940134
3501,3385.955238,3618.956699
3502,3386.938673,3619.973262
3503,3387.92211,3620.989822
3504,3388.90555,3622.006381
3505,3389.888992,3623.022936
3506,3390.872436,3624.03949
3507,3391.855882,3625.056041
3508,3392.839331,3626.072589
3509,3393.822783,3627.089136
3510,3394.806236,3628.10568
3511,3395.789693,3629.122221
3512,3396.773151,3630.13876
3513,3397.756612,3631.155297
3514,3398.740075,3632.171832
3515,3399.72354,3633.188364
3516,3400.707008,3634.204894
3517,3401.690478,3635.221421
3518,3402.673951,3636.237946
3519,3403.657426,3637.254469
3520,3404.640903,3638.27099
3521,3405.624383,3639.287508
3522,3406.607865,3640.304024
3523,3407.591349,3641.320537
3524,3408.574835,3642.337048
3525,3409.558324,3643.353557
3526,3410.541816,3644.370063
3527,3411.525309,3645.386567
3528,3412.508805,3646.403069
3529,3413.492304,3647.419568
3530,3414.475804,3648.436065
3531,3415.459307,3649.45256
3532,3416.442813,3650.469052
3533,3417.42632,3651.485542
3534,3418.40983,3652.50203
3535,3419.393343,3653.518515
3536,3420.376857,3654.534998
3537,3421.360374,3655.551479
3538,3422.343894,3656.567957
3539,3423.327415,3657.584433
3540,3424.310939,3658.600907
3541,3425.294466,3659.617378
3542,3426.277994,3660.633848
3543,3427.261525,3661.650314
3544,3428.245058,3662.666779
3545,3429.228594,3663.683241
3546,3430.212132,3664.699701
3547,3431.195672,3665.716158
3548,3432.179215,3666.732613
3549,3433.16276,3667.749066
3550,3434.146307,3668.765516
3551,3435.129856,3669.781965
3552,3436.113408,3670.79841
3553,3437.096962,3671.814854
3554,3438.080519,3672.831295
3555,3439.064078,3673.847734
3556,3440.047639,3674.864171
3557,3441.031202,3675.880605
3558,3442.014768,3676.897037
3559,3442.998336,3677.913467
3560,3443.981906,3678.929894
3561,3444.965479,3679.946319
3562,3445.949054,3680.962742
3563,3446.932631,3681.979162
3564,3447.916211,3682.99558
3565,3448.899793,3684.011996
3566,3449.883377,3685.02841
3567,3450.866963,3686.044821
3568,3451.850552,3687.06123
3569,3452.834143,3688.077637
3570,3453.817736,3689.094041
3571,3454.801332,3690.110443
