obs,gaminvLL,gaminvUL
1708,1627.932327,1790.986697
1709,1628.908612,1792.010405
1710,1629.884904,1793.034106
1711,1630.861203,1794.057801
1712,1631.837508,1795.081488
1713,1632.813821,1796.105169
1714,1633.79014,1797.128843
1715,1634.766467,1798.152509
1716,1635.7428,1799.176169
1717,1636.71914,1800.199822
1718,1637.695487,1801.223468
1719,1638.671841,1802.247108
1720,1639.648202,1803.27074
1721,1640.62457,1804.294365
1722,1641.600944,1805.317984
1723,1642.577326,1806.341596
1724,1643.553714,1807.365201
1725,1644.530109,1808.388799
1726,1645.506511,1809.41239
1727,1646.48292,1810.435975
1728,1647.459336,1811.459552
1729,1648.435758,1812.483123
1730,1649.412187,1813.506687
1731,1650.388624,1814.530244
1732,1651.365066,1815.553794
1733,1652.341516,1816.577338
1734,1653.317973,1817.600875
1735,1654.294436,1818.624405
1736,1655.270906,1819.647928
1737,1656.247383,1820.671444
1738,1657.223867,1821.694954
1739,1658.200357,1822.718457
1740,1659.176854,1823.741953
1741,1660.153358,1824.765443
1742,1661.129869,1825.788925
1743,1662.106386,1826.812401
1744,1663.08291,1827.835871
1745,1664.059441,1828.859333
1746,1665.035979,1829.882789
1747,1666.012523,1830.906238
1748,1666.989074,1831.92968
1749,1667.965632,1832.953116
1750,1668.942196,1833.976545
1751,1669.918767,1834.999967
1752,1670.895345,1836.023383
1753,1671.871929,1837.046792
1754,1672.848521,1838.070194
1755,1673.825118,1839.093589
1756,1674.801723,1840.116978
1757,1675.778334,1841.140361
1758,1676.754952,1842.163736
1759,1677.731576,1843.187105
1760,1678.708207,1844.210467
1761,1679.684845,1845.233823
1762,1680.66149,1846.257172
1763,1681.638141,1847.280515
1764,1682.614798,1848.30385
1765,1683.591462,1849.32718
1766,1684.568133,1850.350502
1767,1685.544811,1851.373818
1768,1686.521495,1852.397128
1769,1687.498185,1853.42043
1770,1688.474883,1854.443727
1771,1689.451587,1855.467016
1772,1690.428297,1856.490299
1773,1691.405014,1857.513576
1774,1692.381737,1858.536846
1775,1693.358468,1859.560109
1776,1694.335204,1860.583366
1777,1695.311947,1861.606617
1778,1696.288697,1862.62986
1779,1697.265453,1863.653098
1780,1698.242216,1864.676328
1781,1699.218986,1865.699552
1782,1700.195762,1866.72277
1783,1701.172544,1867.745981
1784,1702.149333,1868.769186
1785,1703.126128,1869.792384
1786,1704.10293,1870.815576
1787,1705.079738,1871.838761
1788,1706.056553,1872.86194
1789,1707.033375,1873.885112
1790,1708.010203,1874.908278
1791,1708.987037,1875.931437
1792,1709.963878,1876.95459
1793,1710.940725,1877.977736
1794,1711.917579,1879.000876
1795,1712.894439,1880.02401
1796,1713.871305,1881.047137
1797,1714.848178,1882.070257
1798,1715.825058,1883.093371
1799,1716.801944,1884.116479
1800,1717.778836,1885.13958
1801,1718.755735,1886.162675
1802,1719.73264,1887.185764
1803,1720.709552,1888.208846
1804,1721.686469,1889.231922
1805,1722.663394,1890.254991
1806,1723.640325,1891.278054
1807,1724.617262,1892.30111
1808,1725.594205,1893.324161
1809,1726.571155,1894.347204
1810,1727.548111,1895.370242
1811,1728.525074,1896.393273
1812,1729.502043,1897.416298
1813,1730.479018,1898.439316
1814,1731.456,1899.462328
1815,1732.432988,1900.485334
1816,1733.409982,1901.508333
1817,1734.386983,1902.531326
1818,1735.36399,1903.554313
1819,1736.341004,1904.577293
1820,1737.318023,1905.600267
1821,1738.295049,1906.623235
1822,1739.272082,1907.646196
1823,1740.24912,1908.669152
1824,1741.226165,1909.6921
1825,1742.203216,1910.715043
1826,1743.180274,1911.737979
1827,1744.157338,1912.760909
1828,1745.134408,1913.783833
1829,1746.111484,1914.806751
1830,1747.088566,1915.829662
1831,1748.065655,1916.852567
1832,1749.04275,1917.875465
1833,1750.019852,1918.898358
1834,1750.996959,1919.921244
1835,1751.974073,1920.944124
1836,1752.951193,1921.966998
1837,1753.92832,1922.989865
1838,1754.905452,1924.012727
1839,1755.882591,1925.035582
1840,1756.859736,1926.058431
1841,1757.836887,1927.081273
1842,1758.814044,1928.10411
1843,1759.791208,1929.12694
1844,1760.768378,1930.149764
1845,1761.745554,1931.172582
1846,1762.722736,1932.195394
1847,1763.699924,1933.2182
1848,1764.677119,1934.240999
1849,1765.654319,1935.263792
1850,1766.631526,1936.286579
1851,1767.608739,1937.30936
1852,1768.585958,1938.332135
1853,1769.563184,1939.354903
1854,1770.540415,1940.377666
1855,1771.517653,1941.400422
1856,1772.494896,1942.423173
1857,1773.472146,1943.445917
1858,1774.449402,1944.468655
1859,1775.426664,1945.491386
1860,1776.403933,1946.514112
1861,1777.381207,1947.536832
1862,1778.358487,1948.559545
1863,1779.335774,1949.582253
1864,1780.313066,1950.604954
1865,1781.290365,1951.627649
1866,1782.26767,1952.650339
1867,1783.244981,1953.673022
1868,1784.222298,1954.695699
1869,1785.199621,1955.71837
1870,1786.17695,1956.741035
1871,1787.154285,1957.763693
1872,1788.131626,1958.786346
1873,1789.108974,1959.808993
1874,1790.086327,1960.831634
1875,1791.063686,1961.854268
1876,1792.041052,1962.876897
1877,1793.018423,1963.89952
1878,1793.995801,1964.922136
1879,1794.973184,1965.944747
1880,1795.950573,1966.967351
1881,1796.927969,1967.98995
1882,1797.90537,1969.012542
1883,1798.882778,1970.035129
1884,1799.860192,1971.057709
1885,1800.837611,1972.080284
1886,1801.815037,1973.102853
1887,1802.792468,1974.125415
1888,1803.769905,1975.147972
1889,1804.747349,1976.170522
1890,1805.724798,1977.193067
1891,1806.702254,1978.215606
1892,1807.679715,1979.238139
1893,1808.657182,1980.260665
1894,1809.634656,1981.283186
1895,1810.612135,1982.305701
1896,1811.58962,1983.32821
1897,1812.567111,1984.350713
1898,1813.544608,1985.37321
1899,1814.522111,1986.395702
1900,1815.49962,1987.418187
1901,1816.477135,1988.440666
1902,1817.454655,1989.46314
1903,1818.432182,1990.485607
1904,1819.409714,1991.508069
1905,1820.387253,1992.530525
1906,1821.364797,1993.552975
1907,1822.342347,1994.575419
1908,1823.319903,1995.597857
1909,1824.297465,1996.620289
1910,1825.275033,1997.642715
1911,1826.252607,1998.665136
1912,1827.230186,1999.68755
1913,1828.207772,2000.709959
1914,1829.185363,2001.732362
1915,1830.16296,2002.754759
1916,1831.140563,2003.77715
1917,1832.118172,2004.799536
1918,1833.095787,2005.821915
1919,1834.073407,2006.844289
1920,1835.051033,2007.866657
1921,1836.028666,2008.889019
1922,1837.006304,2009.911375
1923,1837.983947,2010.933726
1924,1838.961597,2011.95607
1925,1839.939252,2012.978409
1926,1840.916914,2014.000742
1927,1841.894581,2015.023069
1928,1842.872254,2016.045391
1929,1843.849932,2017.067706
1930,1844.827617,2018.090016
1931,1845.805307,2019.11232
1932,1846.783003,2020.134619
1933,1847.760704,2021.156911
1934,1848.738412,2022.179198
1935,1849.716125,2023.201479
1936,1850.693844,2024.223754
1937,1851.671569,2025.246024
1938,1852.6493,2026.268288
1939,1853.627036,2027.290546
1940,1854.604778,2028.312798
1941,1855.582526,2029.335045
1942,1856.560279,2030.357286
1943,1857.538038,2031.379521
1944,1858.515803,2032.40175
1945,1859.493574,2033.423974
1946,1860.47135,2034.446192
1947,1861.449132,2035.468404
1948,1862.42692,2036.490611
1949,1863.404713,2037.512812
1950,1864.382513,2038.535007
1951,1865.360317,2039.557196
1952,1866.338128,2040.57938
1953,1867.315944,2041.601558
1954,1868.293766,2042.623731
1955,1869.271594,2043.645897
1956,1870.249427,2044.668059
1957,1871.227266,2045.690214
1958,1872.205111,2046.712364
1959,1873.182961,2047.734508
1960,1874.160817,2048.756647
1961,1875.138678,2049.778779
1962,1876.116545,2050.800907
1963,1877.094418,2051.823028
1964,1878.072297,2052.845144
1965,1879.050181,2053.867255
1966,1880.028071,2054.889359
1967,1881.005966,2055.911458
1968,1881.983867,2056.933552
1969,1882.961773,2057.95564
1970,1883.939686,2058.977722
1971,1884.917603,2059.999799
1972,1885.895527,2061.02187
1973,1886.873456,2062.043935
1974,1887.85139,2063.065995
1975,1888.829331,2064.088049
1976,1889.807276,2065.110098
1977,1890.785228,2066.132141
1978,1891.763185,2067.154179
1979,1892.741147,2068.176211
1980,1893.719115,2069.198237
1981,1894.697089,2070.220258
1982,1895.675068,2071.242273
1983,1896.653053,2072.264283
1984,1897.631043,2073.286287
1985,1898.609039,2074.308286
1986,1899.58704,2075.330279
1987,1900.565047,2076.352267
1988,1901.543059,2077.374249
1989,1902.521077,2078.396225
1990,1903.499101,2079.418196
1991,1904.47713,2080.440162
1992,1905.455165,2081.462122
1993,1906.433205,2082.484076
1994,1907.41125,2083.506025
1995,1908.389301,2084.527969
1996,1909.367358,2085.549907
1997,1910.34542,2086.571839
1998,1911.323487,2087.593766
1999,1912.30156,2088.615688
2000,1913.279639,2089.637604
2001,1914.257723,2090.659514
2002,1915.235812,2091.68142
2003,1916.213907,2092.703319
2004,1917.192008,2093.725213
2005,1918.170114,2094.747102
2006,1919.148225,2095.768985
2007,1920.126342,2096.790863
2008,1921.104464,2097.812735
2009,1922.082592,2098.834602
2010,1923.060725,2099.856464
2011,1924.038864,2100.87832
2012,1925.017008,2101.90017
2013,1925.995157,2102.922016
2014,1926.973312,2103.943855
2015,1927.951472,2104.96569
2016,1928.929638,2105.987519
2017,1929.907809,2107.009342
2018,1930.885986,2108.03116
2019,1931.864168,2109.052973
2020,1932.842355,2110.07478
2021,1933.820548,2111.096582
2022,1934.798746,2112.118379
2023,1935.776949,2113.14017
2024,1936.755158,2114.161956
2025,1937.733373,2115.183736
2026,1938.711592,2116.205511
2027,1939.689817,2117.22728
2028,1940.668048,2118.249045
2029,1941.646284,2119.270804
2030,1942.624525,2120.292557
2031,1943.602771,2121.314305
2032,1944.581023,2122.336048
2033,1945.55928,2123.357786
2034,1946.537543,2124.379518
2035,1947.515811,2125.401245
2036,1948.494084,2126.422966
2037,1949.472363,2127.444682
2038,1950.450647,2128.466393
2039,1951.428936,2129.488098
2040,1952.407231,2130.509799
2041,1953.38553,2131.531493
2042,1954.363836,2132.553183
2043,1955.342146,2133.574867
2044,1956.320462,2134.596546
2045,1957.298783,2135.61822
2046,1958.27711,2136.639888
2047,1959.255441,2137.661551
2048,1960.233778,2138.683209
2049,1961.212121,2139.704861
2050,1962.190468,2140.726508
2051,1963.168821,2141.74815
2052,1964.147179,2142.769787
2053,1965.125543,2143.791418
2054,1966.103911,2144.813044
2055,1967.082285,2145.834665
2056,1968.060665,2146.856281
2057,1969.039049,2147.877891
2058,1970.017439,2148.899496
2059,1970.995834,2149.921096
2060,1971.974234,2150.94269
2061,1972.95264,2151.96428
2062,1973.93105,2152.985864
2063,1974.909466,2154.007443
2064,1975.887887,2155.029016
2065,1976.866314,2156.050585
2066,1977.844745,2157.072148
2067,1978.823182,2158.093706
2068,1979.801624,2159.115259
2069,1980.780072,2160.136806
2070,1981.758524,2161.158349
2071,1982.736982,2162.179886
2072,1983.715445,2163.201418
2073,1984.693913,2164.222945
2074,1985.672386,2165.244466
2075,1986.650865,2166.265982
2076,1987.629348,2167.287494
2077,1988.607837,2168.309
2078,1989.586331,2169.330501
2079,1990.56483,2170.351996
2080,1991.543335,2171.373487
2081,1992.521844,2172.394972
2082,1993.500359,2173.416452
2083,1994.478879,2174.437927
2084,1995.457404,2175.459397
2085,1996.435934,2176.480862
2086,1997.414469,2177.502322
2087,1998.39301,2178.523776
2088,1999.371555,2179.545225
2089,2000.350106,2180.56667
2090,2001.328662,2181.588109
2091,2002.307223,2182.609543
2092,2003.285789,2183.630971
2093,2004.26436,2184.652395
2094,2005.242937,2185.673814
2095,2006.221518,2186.695227
2096,2007.200105,2187.716635
2097,2008.178696,2188.738039
2098,2009.157293,2189.759437
2099,2010.135895,2190.78083
2100,2011.114502,2191.802218
2101,2012.093114,2192.823601
2102,2013.071731,2193.844978
2103,2014.050354,2194.866351
2104,2015.028981,2195.887719
2105,2016.007613,2196.909081
2106,2016.986251,2197.930439
2107,2017.964893,2198.951791
2108,2018.943541,2199.973138
2109,2019.922194,2200.994481
2110,2020.900852,2202.015818
2111,2021.879514,2203.03715
2112,2022.858182,2204.058477
2113,2023.836855,2205.079799
2114,2024.815533,2206.101116
2115,2025.794216,2207.122428
2116,2026.772904,2208.143735
2117,2027.751597,2209.165037
2118,2028.730296,2210.186334
2119,2029.708999,2211.207626
2120,2030.687707,2212.228913
2121,2031.66642,2213.250195
2122,2032.645138,2214.271471
2123,2033.623862,2215.292743
2124,2034.60259,2216.31401
2125,2035.581323,2217.335272
2126,2036.560061,2218.356529
2127,2037.538805,2219.37778
2128,2038.517553,2220.399027
2129,2039.496306,2221.420269
2130,2040.475064,2222.441506
2131,2041.453827,2223.462738
2132,2042.432596,2224.483965
2133,2043.411369,2225.505186
2134,2044.390147,2226.526403
2135,2045.36893,2227.547615
2136,2046.347718,2228.568822
2137,2047.326511,2229.590024
2138,2048.305309,2230.611221
2139,2049.284112,2231.632413
2140,2050.26292,2232.653601
2141,2051.241733,2233.674783
2142,2052.220551,2234.69596
2143,2053.199374,2235.717132
2144,2054.178202,2236.7383
2145,2055.157034,2237.759462
2146,2056.135872,2238.78062
2147,2057.114714,2239.801772
2148,2058.093562,2240.82292
2149,2059.072414,2241.844063
2150,2060.051271,2242.865201
2151,2061.030134,2243.886334
2152,2062.009001,2244.907462
2153,2062.987873,2245.928585
2154,2063.96675,2246.949703
2155,2064.945632,2247.970816
2156,2065.924518,2248.991925
2157,2066.90341,2250.013028
2158,2067.882307,2251.034127
2159,2068.861208,2252.05522
2160,2069.840114,2253.076309
2161,2070.819025,2254.097393
2162,2071.797942,2255.118472
2163,2072.776862,2256.139547
2164,2073.755788,2257.160616
2165,2074.734719,2258.18168
2166,2075.713655,2259.20274
2167,2076.692595,2260.223795
2168,2077.67154,2261.244845
2169,2078.65049,2262.26589
2170,2079.629445,2263.28693
2171,2080.608405,2264.307965
2172,2081.58737,2265.328996
2173,2082.566339,2266.350022
2174,2083.545314,2267.371042
2175,2084.524293,2268.392058
2176,2085.503277,2269.41307
2177,2086.482266,2270.434076
2178,2087.461259,2271.455078
2179,2088.440258,2272.476074
2180,2089.419261,2273.497066
2181,2090.398269,2274.518053
2182,2091.377282,2275.539036
2183,2092.3563,2276.560013
2184,2093.335323,2277.580986
2185,2094.31435,2278.601954
2186,2095.293382,2279.622917
2187,2096.272419,2280.643875
2188,2097.251461,2281.664828
2189,2098.230508,2282.685777
2190,2099.209559,2283.706721
2191,2100.188615,2284.72766
2192,2101.167676,2285.748595
2193,2102.146742,2286.769524
2194,2103.125812,2287.790449
2195,2104.104887,2288.811369
2196,2105.083967,2289.832284
2197,2106.063052,2290.853195
2198,2107.042141,2291.874101
2199,2108.021236,2292.895002
2200,2109.000335,2293.915898
2201,2109.979438,2294.93679
2202,2110.958547,2295.957676
2203,2111.93766,2296.978558
2204,2112.916778,2297.999436
2205,2113.895901,2299.020308
2206,2114.875028,2300.041176
2207,2115.85416,2301.062039
2208,2116.833297,2302.082898
2209,2117.812439,2303.103751
2210,2118.791585,2304.1246
2211,2119.770737,2305.145445
2212,2120.749892,2306.166284
2213,2121.729053,2307.187119
2214,2122.708218,2308.207949
2215,2123.687388,2309.228775
2216,2124.666563,2310.249595
2217,2125.645742,2311.270411
2218,2126.624926,2312.291223
2219,2127.604115,2313.312029
2220,2128.583308,2314.332831
2221,2129.562506,2315.353629
2222,2130.541709,2316.374421
2223,2131.520916,2317.395209
2224,2132.500128,2318.415992
2225,2133.479345,2319.436771
2226,2134.458567,2320.457545
2227,2135.437793,2321.478314
2228,2136.417024,2322.499079
2229,2137.396259,2323.519839
2230,2138.375499,2324.540594
2231,2139.354744,2325.561344
2232,2140.333993,2326.58209
2233,2141.313247,2327.602832
2234,2142.292506,2328.623568
2235,2143.27177,2329.6443
2236,2144.251037,2330.665028
2237,2145.23031,2331.685751
2238,2146.209587,2332.706469
2239,2147.188869,2333.727182
2240,2148.168156,2334.747891
2241,2149.147447,2335.768596
2242,2150.126743,2336.789295
2243,2151.106043,2337.80999
2244,2152.085348,2338.830681
2245,2153.064658,2339.851366
2246,2154.043972,2340.872048
2247,2155.023291,2341.892724
2248,2156.002614,2342.913396
2249,2156.981942,2343.934064
2250,2157.961275,2344.954727
2251,2158.940612,2345.975385
2252,2159.919954,2346.996039
2253,2160.8993,2348.016688
2254,2161.878651,2349.037332
2255,2162.858007,2350.057972
2256,2163.837367,2351.078607
2257,2164.816731,2352.099238
2258,2165.796101,2353.119864
2259,2166.775475,2354.140486
2260,2167.754853,2355.161103
2261,2168.734236,2356.181716
2262,2169.713623,2357.202324
2263,2170.693016,2358.222927
2264,2171.672412,2359.243526
2265,2172.651813,2360.26412
2266,2173.631219,2361.28471
2267,2174.610629,2362.305295
2268,2175.590044,2363.325876
2269,2176.569464,2364.346452
2270,2177.548887,2365.367024
2271,2178.528316,2366.387591
2272,2179.507749,2367.408153
2273,2180.487186,2368.428711
2274,2181.466628,2369.449265
2275,2182.446075,2370.469814
2276,2183.425526,2371.490358
2277,2184.404981,2372.510898
2278,2185.384441,2373.531434
2279,2186.363906,2374.551965
2280,2187.343375,2375.572491
2281,2188.322849,2376.593013
2282,2189.302327,2377.613531
2283,2190.281809,2378.634044
2284,2191.261296,2379.654552
2285,2192.240788,2380.675056
2286,2193.220284,2381.695556
2287,2194.199784,2382.716051
2288,2195.179289,2383.736541
2289,2196.158799,2384.757027
2290,2197.138313,2385.777509
2291,2198.117831,2386.797986
2292,2199.097354,2387.818459
2293,2200.076882,2388.838927
2294,2201.056413,2389.859391
2295,2202.03595,2390.87985
2296,2203.015491,2391.900305
2297,2203.995036,2392.920755
2298,2204.974585,2393.941201
2299,2205.95414,2394.961643
2300,2206.933698,2395.98208
2301,2207.913261,2397.002512
2302,2208.892829,2398.02294
2303,2209.8724,2399.043364
2304,2210.851977,2400.063783
2305,2211.831557,2401.084198
2306,2212.811143,2402.104609
2307,2213.790732,2403.125015
2308,2214.770326,2404.145416
2309,2215.749925,2405.165813
2310,2216.729528,2406.186206
2311,2217.709135,2407.206595
2312,2218.688747,2408.226978
2313,2219.668363,2409.247358
2314,2220.647983,2410.267733
2315,2221.627608,2411.288104
2316,2222.607237,2412.30847
2317,2223.586871,2413.328832
2318,2224.566509,2414.34919
2319,2225.546152,2415.369543
2320,2226.525799,2416.389892
2321,2227.50545,2417.410236
2322,2228.485105,2418.430576
2323,2229.464766,2419.450912
2324,2230.44443,2420.471243
2325,2231.424099,2421.49157
2326,2232.403772,2422.511892
2327,2233.383449,2423.53221
2328,2234.363131,2424.552524
2329,2235.342818,2425.572834
2330,2236.322508,2426.593139
2331,2237.302203,2427.613439
2332,2238.281902,2428.633736
2333,2239.261606,2429.654028
2334,2240.241314,2430.674315
2335,2241.221027,2431.694599
2336,2242.200743,2432.714878
2337,2243.180464,2433.735152
2338,2244.16019,2434.755423
2339,2245.13992,2435.775689
2340,2246.119654,2436.79595
2341,2247.099392,2437.816208
2342,2248.079135,2438.83646
2343,2249.058882,2439.856709
2344,2250.038633,2440.876954
2345,2251.018389,2441.897194
2346,2251.998149,2442.917429
2347,2252.977913,2443.937661
2348,2253.957682,2444.957888
2349,2254.937455,2445.978111
2350,2255.917232,2446.998329
2351,2256.897014,2448.018543
2352,2257.876799,2449.038753
2353,2258.85659,2450.058959
2354,2259.836384,2451.07916
2355,2260.816183,2452.099357
2356,2261.795986,2453.11955
2357,2262.775793,2454.139738
2358,2263.755605,2455.159922
2359,2264.735421,2456.180102
2360,2265.715241,2457.200278
2361,2266.695065,2458.220449
2362,2267.674894,2459.240616
2363,2268.654727,2460.260779
2364,2269.634564,2461.280938
2365,2270.614406,2462.301092
2366,2271.594251,2463.321242
2367,2272.574101,2464.341388
2368,2273.553956,2465.361529
2369,2274.533814,2466.381666
2370,2275.513677,2467.401799
2371,2276.493544,2468.421928
2372,2277.473415,2469.442053
2373,2278.453291,2470.462173
2374,2279.433171,2471.482289
2375,2280.413055,2472.502401
2376,2281.392943,2473.522508
2377,2282.372835,2474.542612
2378,2283.352732,2475.562711
2379,2284.332633,2476.582806
2380,2285.312538,2477.602896
2381,2286.292447,2478.622983
2382,2287.272361,2479.643065
2383,2288.252279,2480.663143
2384,2289.232201,2481.683217
2385,2290.212127,2482.703287
2386,2291.192057,2483.723352
2387,2292.171992,2484.743413
2388,2293.151931,2485.76347
2389,2294.131874,2486.783523
2390,2295.111821,2487.803571
2391,2296.091773,2488.823616
2392,2297.071728,2489.843656
2393,2298.051688,2490.863692
2394,2299.031652,2491.883724
2395,2300.01162,2492.903752
2396,2300.991593,2493.923775
2397,2301.971569,2494.943794
2398,2302.95155,2495.96381
2399,2303.931535,2496.983821
2400,2304.911524,2498.003827
2401,2305.891517,2499.02383
2402,2306.871514,2500.043828
2403,2307.851516,2501.063823
2404,2308.831522,2502.083813
2405,2309.811532,2503.103799
2406,2310.791546,2504.123781
2407,2311.771564,2505.143758
2408,2312.751586,2506.163732
2409,2313.731613,2507.183701
2410,2314.711643,2508.203667
2411,2315.691678,2509.223628
2412,2316.671717,2510.243585
2413,2317.65176,2511.263538
2414,2318.631807,2512.283486
2415,2319.611859,2513.303431
2416,2320.591914,2514.323371
2417,2321.571974,2515.343308
2418,2322.552037,2516.36324
2419,2323.532105,2517.383168
2420,2324.512177,2518.403092
2421,2325.492253,2519.423012
2422,2326.472333,2520.442927
2423,2327.452418,2521.462839
2424,2328.432506,2522.482747
2425,2329.412599,2523.50265
2426,2330.392695,2524.522549
2427,2331.372796,2525.542445
2428,2332.352901,2526.562336
2429,2333.33301,2527.582223
2430,2334.313123,2528.602106
2431,2335.29324,2529.621984
2432,2336.273361,2530.641859
2433,2337.253486,2531.66173
2434,2338.233616,2532.681596
2435,2339.213749,2533.701459
2436,2340.193887,2534.721317
2437,2341.174028,2535.741172
2438,2342.154174,2536.761022
2439,2343.134324,2537.780868
2440,2344.114478,2538.80071
2441,2345.094635,2539.820549
2442,2346.074797,2540.840383
2443,2347.054963,2541.860213
2444,2348.035133,2542.880038
2445,2349.015308,2543.89986
2446,2349.995486,2544.919678
2447,2350.975668,2545.939492
2448,2351.955854,2546.959302
2449,2352.936045,2547.979107
2450,2353.916239,2548.998909
2451,2354.896437,2550.018706
2452,2355.87664,2551.0385
2453,2356.856846,2552.058289
2454,2357.837057,2553.078075
2455,2358.817271,2554.097856
2456,2359.79749,2555.117634
2457,2360.777713,2556.137407
2458,2361.757939,2557.157177
2459,2362.73817,2558.176942
2460,2363.718405,2559.196703
2461,2364.698643,2560.216461
2462,2365.678886,2561.236214
2463,2366.659133,2562.255963
2464,2367.639383,2563.275709
2465,2368.619638,2564.29545
2466,2369.599897,2565.315187
2467,2370.58016,2566.33492
2468,2371.560426,2567.35465
2469,2372.540697,2568.374375
2470,2373.520972,2569.394096
2471,2374.501251,2570.413814
2472,2375.481533,2571.433527
2473,2376.46182,2572.453236
2474,2377.442111,2573.472942
2475,2378.422405,2574.492643
2476,2379.402704,2575.51234
2477,2380.383007,2576.532034
2478,2381.363313,2577.551723
2479,2382.343624,2578.571409
2480,2383.323939,2579.59109
2481,2384.304257,2580.610768
2482,2385.28458,2581.630441
2483,2386.264906,2582.650111
2484,2387.245236,2583.669777
2485,2388.225571,2584.689438
2486,2389.205909,2585.709096
2487,2390.186251,2586.72875
2488,2391.166598,2587.7484
2489,2392.146948,2588.768046
2490,2393.127302,2589.787688
2491,2394.10766,2590.807326
2492,2395.088022,2591.82696
2493,2396.068388,2592.84659
2494,2397.048758,2593.866216
2495,2398.029132,2594.885838
2496,2399.00951,2595.905457
2497,2399.989891,2596.925071
2498,2400.970277,2597.944681
2499,2401.950666,2598.964288
2500,2402.93106,2599.983891
2501,2403.911457,2601.003489
2502,2404.891859,2602.023084
2503,2405.872264,2603.042675
2504,2406.852673,2604.062262
2505,2407.833086,2605.081845
2506,2408.813503,2606.101424
2507,2409.793924,2607.120999
2508,2410.774349,2608.140571
2509,2411.754777,2609.160138
2510,2412.73521,2610.179702
2511,2413.715647,2611.199261
2512,2414.696087,2612.218817
2513,2415.676531,2613.238369
2514,2416.656979,2614.257917
2515,2417.637431,2615.277461
2516,2418.617887,2616.297001
2517,2419.598347,2617.316538
2518,2420.578811,2618.33607
2519,2421.559278,2619.355599
2520,2422.53975,2620.375123
2521,2423.520225,2621.394644
2522,2424.500704,2622.414161
2523,2425.481188,2623.433674
2524,2426.461674,2624.453183
2525,2427.442165,2625.472689
2526,2428.42266,2626.49219
2527,2429.403158,2627.511688
2528,2430.383661,2628.531182
2529,2431.364167,2629.550672
2530,2432.344677,2630.570158
2531,2433.325191,2631.58964
2532,2434.305709,2632.609118
2533,2435.286231,2633.628593
2534,2436.266756,2634.648064
2535,2437.247285,2635.66753
2536,2438.227819,2636.686993
2537,2439.208356,2637.706453
2538,2440.188897,2638.725908
2539,2441.169441,2639.74536
2540,2442.14999,2640.764807
2541,2443.130542,2641.784251
2542,2444.111098,2642.803691
2543,2445.091658,2643.823127
2544,2446.072222,2644.84256
2545,2447.05279,2645.861988
2546,2448.033361,2646.881413
2547,2449.013936,2647.900834
2548,2449.994515,2648.920251
2549,2450.975098,2649.939664
2550,2451.955685,2650.959074
2551,2452.936276,2651.97848
2552,2453.91687,2652.997882
2553,2454.897468,2654.01728
2554,2455.87807,2655.036674
2555,2456.858676,2656.056065
2556,2457.839285,2657.075451
2557,2458.819898,2658.094834
2558,2459.800516,2659.114213
2559,2460.781136,2660.133589
2560,2461.761761,2661.15296
2561,2462.74239,2662.172328
2562,2463.723022,2663.191692
2563,2464.703658,2664.211052
2564,2465.684298,2665.230409
2565,2466.664941,2666.249762
2566,2467.645588,2667.269111
2567,2468.62624,2668.288456
2568,2469.606894,2669.307797
2569,2470.587553,2670.327135
2570,2471.568216,2671.346469
2571,2472.548882,2672.365799
2572,2473.529552,2673.385125
2573,2474.510225,2674.404448
2574,2475.490903,2675.423766
2575,2476.471584,2676.443082
2576,2477.452269,2677.462393
2577,2478.432958,2678.4817
2578,2479.41365,2679.501004
2579,2480.394346,2680.520304
2580,2481.375046,2681.539601
2581,2482.35575,2682.558893
2582,2483.336457,2683.578182
2583,2484.317168,2684.597467
2584,2485.297883,2685.616749
2585,2486.278602,2686.636027
2586,2487.259324,2687.655301
2587,2488.24005,2688.674571
2588,2489.22078,2689.693837
2589,2490.201514,2690.7131
2590,2491.182251,2691.732359
2591,2492.162992,2692.751615
2592,2493.143736,2693.770866
2593,2494.124485,2694.790114
2594,2495.105237,2695.809358
2595,2496.085993,2696.828599
2596,2497.066752,2697.847836
2597,2498.047515,2698.867069
2598,2499.028282,2699.886298
2599,2500.009053,2700.905524
2600,2500.989827,2701.924746
2601,2501.970605,2702.943964
2602,2502.951387,2703.963179
2603,2503.932172,2704.98239
2604,2504.912962,2706.001597
2605,2505.893754,2707.020801
2606,2506.874551,2708.04
2607,2507.855351,2709.059197
2608,2508.836155,2710.078389
2609,2509.816962,2711.097578
2610,2510.797773,2712.116763
2611,2511.778588,2713.135945
2612,2512.759407,2714.155122
2613,2513.740229,2715.174297
2614,2514.721055,2716.193467
2615,2515.701885,2717.212634
2616,2516.682718,2718.231797
2617,2517.663555,2719.250956
2618,2518.644395,2720.270112
2619,2519.625239,2721.289264
2620,2520.606087,2722.308413
2621,2521.586939,2723.327558
2622,2522.567794,2724.346699
2623,2523.548653,2725.365837
2624,2524.529515,2726.384971
2625,2525.510381,2727.404101
2626,2526.491251,2728.423227
2627,2527.472125,2729.44235
2628,2528.453002,2730.46147
2629,2529.433882,2731.480585
2630,2530.414767,2732.499698
2631,2531.395655,2733.518806
2632,2532.376546,2734.537911
2633,2533.357441,2735.557012
2634,2534.33834,2736.57611
2635,2535.319243,2737.595204
2636,2536.300149,2738.614294
2637,2537.281058,2739.633381
2638,2538.261972,2740.652464
2639,2539.242889,2741.671543
